"","title","point","review"
"1","오션스8","10","오션스8누가 아직도 박지훈을 고용하나 "
"2","골든슬럼버","1","골든슬럼버진짜 영화 개연성 너무 안타깝다... 주인공은 울상으로 허겁지겁 도망만 다니는 배역이니 강동원도 매력있어 보이지가 않음 배우가 아깝다 ㅠ "
"3","디트로이트","8","디트로이트때로는 영화보다 더 영화같은이란 표현으로 우리네 삶을 묘사한다. 하지만 영화같은 삶은 없다. 그저 처절하게 생생히 살아숨쉬는 지옥불속의 삶이 때때로 존재할뿐. 이시대 가장 냉철하고 예리한 시선. 캐서린 비글로우가 묘사하는 그 지옥을 목도하라. "
"4","유전","10","유전개인적으로....영화에서 다루는 굉장히 기괴하고 기분 더러워지는 그런 설정? 같은 게 여러 개 있는데 그것들이 죄다 나와서 너무 여운이 길어요ㅠ흑 초반엔 정말 지루할 수도 있겠지만 그래서 중 후반부가 더 충격적이뮤ㅠㅠ "
"5","오션스8","10","오션스8너무 재밌다ㅠㅠ 몇번이든지 다시 볼 수 있는 영화 그리고 케이트 블란쳇은 천사다 "
"6","탐정: 리턴즈","10","탐정: 리턴즈재밌어요ㅋㅋㅋ이광수대박ㅋㅋ "
"7","탐정: 리턴즈","10","탐정: 리턴즈진짜 시간가는줄 모르고 재밌게 봤네요..이광수 대박!!!!엄청 웃겨요ㅋ "
"8","마스터","10","마스터강동원은 잘생기고 멋있으라고 대놓고 시킨 역할 소화하는거 너무 잘함 "
"9","탐정: 리턴즈","10","탐정: 리턴즈데이트 무비로도 좋아요. 아주 재밌게 보고왔음 "
"10","쥬라기 월드: 폴른 킹덤","8","쥬라기 월드: 폴른 킹덤재미없다는 사람많은데 솔직히 대놓고 말안되는 부분 생각보다 적고 무난히 재난영화 생존영화 기본틀은 다 갖춰서 볼만함 "
"11","길소뜸","8","길소뜸이산가족 아픔을 제대로 잘 방영한 영화 "
"12","기동전사 건담 디 오리진Ⅵ: 탄생 붉은 혜성","10","기동전사 건담 디 오리진Ⅵ: 탄생 붉은 혜성개인적으로 디오리진 6부작중 제일 재밌었어요 "
"13","오션스8","10","오션스8캐릭터 한명한명이 다 멋있고 특히 케이트 블란쳇 사랑합니다ㅠㅠㅠ "
"14","쥬라기 월드: 폴른 킹덤","2","쥬라기 월드: 폴른 킹덤11살 아들이 보고 나서 울었습니다 너무 재미없다고 이게 뭐냐고 평점 8.5점이 나온다는게 웃기지도 않네요 "
"15","쥬라기 월드: 폴른 킹덤","10","쥬라기 월드: 폴른 킹덤역시 쥬라기는 영화관에서 봐야 지린다~ "
"16","쥬라기 월드: 폴른 킹덤","6","쥬라기 월드: 폴른 킹덤후속편을 만들기 위한 최선의 노력... "
"17","쥬라기 월드: 폴른 킹덤","7","쥬라기 월드: 폴른 킹덤쥬라기월드는 기대없이 봐야합니다. "
"18","탐정: 리턴즈","10","탐정: 리턴즈출연진 캐미가 좋아 잼있어요~ㅋㅋ "
"19","아이 필 프리티","4","아이 필 프리티내용이 억지스럽고 작위적이었다. 르네가 몸매는 그대로인데, 자신감이 넘치는 기간의 행동들이 손,발이 오그라들 것 같았고, 난 왜 영화를 다 본 후에, 아~나도 살빼야겠구나 하는 강한 동한 동기가 생겼다. "
"20","탐정: 리턴즈","10","탐정: 리턴즈난 솔직히 권상우 성동일 잘맞는다고 생각했는데 광수 끼니까 광수 하드캐리 해버리네 개꿀잼 트리오의 활약 "
"21","고금소총 2","6","고금소총 2소변으로 불끄는 장면이 웃김 "
"22","오션스8","1","오션스8지루함 별로임 돈아까움ㅇ "
"23","탐정 : 더 비기닝","1","탐정 : 더 비기닝평점이 높아서 놀랐다. 진짜 댓글알바가 존재하는건가 싶음. 영화개봉했을때 보고는 <더 비기닝> 붙은거보고 속편은 못나오겠다 싶었는데, 흥행을 하고 후속편이 나오고 그것도 흥행을 한다는게 놀랍다. 시대를 역행하는 영화다. "
"24","오션스8","2","오션스8지루함 별로임 돈아까움 "
"25","목숨 건 연애","1","목숨 건 연애개판입니다...ㅋ웃음밖에안나옴 "
"26","탐정: 리턴즈","10","탐정: 리턴즈최고. 통쾌해요 배우들 연기좋고 스토리도 탄탄 "
"27","독전","10","독전김주혁의 약빤연기 조진웅 과 류준열의 힘을뺀 자연스러운연기 그외 조연들의 OOO기  차승원의 필요이상의 에드립이 아쉬웠던 명작 "
"28","탐정: 리턴즈","8","탐정: 리턴즈오랜만에 많이 웃었네요 ! 1편 보다 코믹 부분이늘어나면서 영화내내 유쾌하네요!재미보장! "
"29","오션스8","3","오션스8여성 이딴거 다 필요없고 그냥 노잼인데 어찌 점수를 후하게 주냐 "
"30","독전","10","독전배우들 연기도 감독의 연출도 배경으로 깔리는 음악도 좋았어요 "
"31","살인소설","10","살인소설이게 왜 평점이 이렇냐. 졸라 재미있다. "
"32","탐정: 리턴즈","9","탐정: 리턴즈ㅈㅐ밋어요 열자열자열자 "
"33","유전","10","유전저희동네에서 유전상영을 잘 안해요ㅠㅠ 극장 3곳에서 일주일에 3번한다구요ㅠㅠㅠ보고싶은데... "
"34","버닝","1","버닝남자들 앞에서 옷을 왜 그렇게 잘 벗어? OO들이나 그렇게 벗는 거야 "
"35","오션스8","10","오션스8엄청난 라인업과 편안하게 즐길 수 있는 영화. 매력이 차고 넘치며 누구하나 빠짐 없이 분량 분배도 정말 잘했다. 자극적이고  관객에게서 감정을 쥐어 짜내려고 하는 영화들과는 다르게 그러지 않아서  10점 보다 더 많이 주고싶다. "
"36","탐정: 리턴즈","10","탐정: 리턴즈진짜 존웃...ㅠㅠㅠ아 ㅠㅠ계속 생각납니다 "
"37","유전","6","유전쏘쏘 . 결말덕에 그닥 무섭지않아졌음 밤에생각도 안나 "
"38","오션스8","6","오션스8눈만 즐거우라고 만든 영화. 진정 이런 배우들 데리고 이런 영화밖에 못 뽑아내나...? "
"39","레드 스패로","10","레드 스패로품격있는 스파이 영화. 음악 영상 연출 연기 흠잡을게 없었다 "
"40","1987","10","1987그날이 오면... 믿어지시나요.. 결코 기대할 수 없었던 그날이 왔습니다... 그리고 아직도 완벽한 그날은 오지 않았습니다... 감독님은 미친사람입니다. 지구를 지켜라때부터. 괴작을 넘어 이제 거장이 되시는군요. 크고 깊어 울음이 멈추지 않습니다. "
"41","쥬라기 월드: 폴른 킹덤","8","쥬라기 월드: 폴른 킹덤브라키오사우르스 ~jQuery22405082642943033995_1529275206142?맞나~?? 배가떠나는데 타지못하는 장면~~기억에 남네요~~ "
"42","아이 필 프리티","9","아이 필 프리티진짜 몇년만에 이렇게 극장에서 박장대소 해보는지모르겠내요  완전 크게웃어도  다같이웃으니 눈치볼필요도없는 영화!! 강력추처ㆍ "
"43","램페이지","8","램페이지볼만했다. 생각없이 가볍게 봐 "
"44","쥬라기 월드: 폴른 킹덤","9","쥬라기 월드: 폴른 킹덤초반은좀지루한듯하다가 중반부부터는 눈을못떼겠더라고욥 ㅎ "
"45","쥬라기 월드: 폴른 킹덤","8","쥬라기 월드: 폴른 킹덤영화는 넘 재밌고 좋았는데 요즘 애들은 영화관에선 조용히 해야된다는걸 못배웠나봐요ㅎ 비싼돈 주고 4d로 봤는데 애들 떠드는 소리에 빡쳐서 중간에 나갈뻔...ㅎ 이런 영화는 심야가 답인가봐요 "
"46","위험한 패밀리","1","위험한 패밀리8.5점이라고 이런영화가? 결말봤냐?ㅋㅋㅋ "
"47","탐정 : 더 비기닝","10","탐정 : 더 비기닝기대 마니 안하고 갔는데 넘 재밌었어요~~ "
"48","택시운전사","8","택시운전사대한민국은 5월광주에게 잊을 수 없는 빚을 졌습니다. 차마 발걸음이 떨어지지 않는 금남로를 딛고 오늘이 왔습니다. 너무 가슴이 아파요. "
"49","탐정: 리턴즈","9","탐정: 리턴즈1편보다 재미있었어요.... 재미있고 유쾌했네요.... 즐겁게 볼수 있는 영화 "
"50","쥬라기 월드: 폴른 킹덤","10","쥬라기 월드: 폴른 킹덤화면을 압도하는 스케일 "
"51","쥬라기 월드: 폴른 킹덤","6","쥬라기 월드: 폴른 킹덤뻔하지만 뻔한줄 알면서도 재미있는... 아무생각없이 볼수있음 "
"52","네이키드 웨폰스","10","네이키드 웨폰스이영화 보고 발기부전 이 치료 됐어요 "
"53","튤립 피버","7","튤립 피버스토리는 그래도 탄탄하나 주연커플의 매력을 도통 못느끼겠는게 넘아쉽고 마리아커플이 더 매력있다~ 위기에서 할아버지의 마지막결정 대인배~! "
"54","위대한 독재자","10","위대한 독재자그냥 옛날 영화를 보는 게 시간여행하는 것 같을 것 같아서 틀었는데.. 진짜 충격먹었다 영화라는 장르로 SIR라는 칭호가 붙을려면 이정도는 해야되는구나라는 걸 느꼈다 찰리 채플린경 존경합니다 "
"55","탐정: 리턴즈","9","탐정: 리턴즈역시탐정너무재미있네요~꼭보세요~ "
"56","그해 여름","9","그해 여름아픈 시절에 만나 나이 들어 웃으며 눈물을 흘릴 수 있다는 사실이 보는 이의 맘을 더 아프게 하는구나 "
"57","탐정: 리턴즈","2","탐정: 리턴즈웃음코드가 식상한 영화 "
"58","오션스8","1","오션스81점도 아깝다 무한걸스를 보는 기분... "
"59","탐정: 리턴즈","10","탐정: 리턴즈오랜만에 재밌는 영화에요 "
"60","오션스8","1","오션스8무슨 뭐만하면 다 해결되어지고노잼...보다가 잘뻔.... "
"61","쥬라기 월드: 폴른 킹덤","1","쥬라기 월드: 폴른 킹덤요즘 애들 왜 이러냐? 너무 시끄럽고 영화도 새로은걸 보여주지도 않고 실망 "
"62","탐정: 리턴즈","9","탐정: 리턴즈마지막까지 완전 재밌게 봄~~ 성동일 존멋..~~ "
"63","지금 만나러 갑니다","2","지금 만나러 갑니다여주인공이 나름 매력있지만, 역시 원작의 감흥을 따라잡진 못했다. 한국화 되다 보니 보다 더 신파적으로 만들어진 것도 있고. 마지막의 해바라기밭의 영상미도 없고. "
"64","오션스8","8","오션스8걸크러쉬 다들 너무 예쁨 "
"65","오션스8","8","오션스8언니들 얼굴이 다했다. 생각보다 스토리가 구멍이 넘쳐남 "
"66","쿵푸 허슬","6","쿵푸 허슬코미디라고 해서 우습게 보면 안 된다. 무술 액션 묘사가 대단하다. CG를 잘 활용했고. "
"67","라디오 스타","10","라디오 스타떠나간 사람이 생각나요다시 돌아올 수 있을까요 "
"68","인생은 아름다워","10","인생은 아름다워주인공이 너무 허무하게 죽었다. 그렇게 버텼는데... "
"69","레디 플레이어 원","8","레디 플레이어 원순수한 재미가 있었습니다 "
"70","당갈","9","당갈음악이 정말 좋다. 당갈 당갈~ "
"71","오션스8","4","오션스8너무 재미없다. 정말 재미없다. 정말 간만에 극장에서 숙면했다. 이렇게 재미없는 영화는 정말 오랜만이었다. 반갑다 재미없는 영화야! "
"72","탐정: 리턴즈","10","탐정: 리턴즈기대이상으로 볼만했어요~자극적이지 않으면서 자연스럽고 코믹하게이야기 잘 풀어서 즐겁게 잘 봤네요 "
"73","남자와 여자","1","남자와 여자약자만 괴롭하는 대한민국 민족성! 어쩔 수 없네요.조혜련 누나가 한때 개그맨으로써 기쁨을 줬던 것은 잊었나 봅니다.사람이 살다 보면 어떻게 바른길로만 갑니까?그걸 덮어 주고, 보듬어 주는것이 진정한 것이죠.혜련 누나 힘내세요. "
"74","엣지 오브 투모로우","9","엣지 오브 투모로우수작이다 못본사람 있으면 꼭 봐라 "
"75","보스 베이비","1","보스 베이비미국아미안해 이번껀좀심햇어 "
"76","탐정: 리턴즈","10","탐정: 리턴즈간만에 영화보면서 박장대소 힐링각 짱 재밌어요 "
"77","오션스8","8","오션스8번역 빼고 최고였어요 박지훈 제발 "
"78","독전","8","독전약은  약사에게 약쟁이는 감옥으로 "
"79","밤쉘","10","밤쉘다큐멘터리인데 속도감 있더라 "
"80","플로리다 프로젝트","8","플로리다 프로젝트323호에 살고 있을 듯. "
"81","탐정: 리턴즈","10","탐정: 리턴즈요즘 광수덕에 많이웃는다 "
"82","얼리맨","9","얼리맨영화도 예술이었다는 것을 점토의 질감과 입체감으로 느꼈습니다. 특히 토끼가 너무 귀여워요♡ "
"83","쥬라기 월드: 폴른 킹덤","10","쥬라기 월드: 폴른 킹덤블루 너무 귀여워요!!! "
"84","캐리비안의 해적: 죽은 자는 말이 없다","10","캐리비안의 해적: 죽은 자는 말이 없다가면 갈수록 보기가 좋다 ㅡㅡ "
"85","쥬라기 월드: 폴른 킹덤","10","쥬라기 월드: 폴른 킹덤영화 볼때 한명도 없어서 엄청 좋음 "
"86","오션스8","2","오션스8그냥 기존 오션스의 컨셉만 따라간 영화. 진짜 개연성 하나도 없이 술술 풀려서 무슨 다큐 보는 줄. 마지막까지 뭐가 있겠지..하는 게 하나도 없이 편-안 "
"87","독전","5","독전각본이 누구인지 다시 봤다, 0.5점짜리 연출+각본에 9.5점짜리 연기 "
"88","프리즈너스","10","프리즈너스그냥 최고 명작이다 경찰과 휴잭맨의 정말 연기는 최고다 내용또한 너무 신선하고 새롭고 좋았다 내가 본영화중에 탑 3안에 든다 "
"89","그레이의 50가지 그림자","1","그레이의 50가지 그림자진짜 미친거아니냐? 이딴식으로 끝낸다고? "
"90","탐정: 리턴즈","8","탐정: 리턴즈생각없이 볼만함  광수의외로 재밋 근데9점은좀 아니지 "
"91","케이크메이커","6","케이크메이커딱....히.... "
"92","클레어의 카메라","8","클레어의 카메라자기애가 없으면 할 수 없는 행동들 "
"93","곤지암","1","곤지암이게 뭐야 도대체 뭐에서 어디에서가 무섭냐 "
"94","탐정: 리턴즈","6","탐정: 리턴즈잉? 여기 알바들 개쩌네ㅋㅋ? 누가 새벽에 이 많은 댓글들을 남겨jQuery224003348819399252534_1529270814293ㅗㅗ "
"95","탐정: 리턴즈","6","탐정: 리턴즈잉? 여기 알바들 개쩌네ㅋㅋ? 누가 새벽에 이 많은 댓글들을 남겨jQuery224003348819399252534_1529270814291ㅗㅗ "
"96","청년경찰","1","청년경찰별점 반개도 아까움... "
"97","탐정: 리턴즈","10","탐정: 리턴즈성동일이랑 권상우의 케미는 여전히 좋았고 이광수 졸라 웃김 "
"98","쥬만지: 새로운 세계","8","쥬만지: 새로운 세계스토리도 괜찮고 그래픽도 괜찮고 나름 재밌게 봤다 "
"99","존 윅 - 리로드","8","존 윅 - 리로드1편이 잘생각은 안나지만 그래도 재밌게 봤다 "
"100","탐정: 리턴즈","7","탐정: 리턴즈추리하는데에 있어서 내용은 솔직히 뻔하고 진부함그러나 예상치 못한곳에서 빵빵 터질 수 있음 "
"101","쥬라기 월드: 폴른 킹덤","8","쥬라기 월드: 폴른 킹덤쥬라기.. 시리즈 영화 특유의 스펙타클한 장면들이 압권이었음. "
"102","블랙 팬서","10","블랙 팬서최고의 영화였습미다 오아 "
"103","오션스8","8","오션스8즐거웟고 추천하고싶슺니다 "
"104","용행천하","3","용행천하지금 보기엔 엉성하다. "
"105","버닝","9","버닝볼만합니다. 이런 영화는 은근히 기억에 오래 남죠. ㅎㅎ "
"106","당신의 부탁","10","당신의 부탁임수정 배우 좋아합니다 "
"107","탐정: 리턴즈","10","탐정: 리턴즈잼있다 .볼만합니다? "
"108","기동전사 건담 디 오리진Ⅵ: 탄생 붉은 혜성","10","기동전사 건담 디 오리진Ⅵ: 탄생 붉은 혜성건담마저도 씹덕애니 취급하면 뽀로로나 타요도 씹덕애니라는걸 모르는 무개념들 ^^ "
"109","토이 스토리 3","10","토이 스토리 3시간이 흘러 다시봐도 감동? 다시 읽는 리뷰마저 감동을 주는 작품 ㅠ "
"110","탐정: 리턴즈","10","탐정: 리턴즈내용은 뻔하지만 나름 재미있어요 ㅋㅋㅋ "
"111","왓치맨","10","왓치맨잭스나이더형.... "
"112","스파이","10","스파이처음부터 끝까지 웃으면서 감상한 영화 "
"113","나이트 크롤러","9","나이트 크롤러소름끼치는 연기와 스토리 "
"114","탐정: 리턴즈","10","탐정: 리턴즈탐정1은 안 봐서 모르겠지만 이번편 정말 재밌었어요 올해 본 영화들 중에서 가장 만족했습니다 ! "
"115","붉은 가족","10","붉은 가족솔직히 누가만들건 다때려치우고 인생영화임 이런게 영화지 무슨아이돌쳐나온다고 평점좋고 흥행되고 이러니 우리나라가 이모양이지 감독욕할께아니라 영화를 보고 말해라;; "
"116","더 하우스 : 악령의 집","1","더 하우스 : 악령의 집감독은 다신 공포영화 안만들었으면 한다.. "
"117","쥬라기 월드: 폴른 킹덤","1","쥬라기 월드: 폴른 킹덤처음 별점준다 노잼에 식상함 어이없는 전개 비추 "
"118","오션스8","10","오션스8지루하지않고 호흡도 좋았다 "
"119","탐정: 리턴즈","9","탐정: 리턴즈근래 본 한국 영화들 중에서 가장 볼만했습니다 "
"120","디 엣지","10","디 엣지최고다, 나 영화보고 평점 처음써봐 "
"121","탐정: 리턴즈","10","탐정: 리턴즈진짜 살면서 본 코믹영화중에 젤 웃김 친구들이랑 가서 봣는데 다 눈물흘리면서 봄 웃겨서 ㅠㅠㅠ "
"122","스워드피쉬","10","스워드피쉬그래 이런게 바로 영화지 "
"123","유아 넥스트","8","유아 넥스트새로운 스릴러물인데요? 시간때우면서 보기좋은 B급 공포액션물입니다. 여주인공이 살인범들이랑 싸운다해서 궁금해서 봤는데 재밌었어요ㅋㅋㅋㅋ "
"124","툼레이더","8","툼레이더툼레이더는 진리다 daddy♡ "
"125","독전","2","독전재밋다고 한사람들  진짜이해불가 시간내서 밧더니  대실망  보는내내 지루하고하품관람료가 아깝단생각 "
"126","러브, 비하인드","10","러브, 비하인드현실적인 영화. 사랑. 결혼. 오해. 책임. "
"127","티파니에서 아침을","10","티파니에서 아침을영화의 ost 가사처럼 이제 막 강을 건너는 두 사람이, 영원하고 모든 것을 걸만큼 가치있는 사랑은 없고, 삶을 그저 살아내는 것이라고, 마음의 문을 닫아버리려 했던 내 자신에게 끊임없는 초인종으로 노크한다. 달을 보러 강을 건너자고. "
"128","다크 나이트 라이즈","10","다크 나이트 라이즈배트맨시리즈에 존경을 표합니다 "
"129","오션스8","1","오션스8레알루 캐스팅 아까운 영화 "
"130","기동전사 건담 디 오리진Ⅵ: 탄생 붉은 혜성","10","기동전사 건담 디 오리진Ⅵ: 탄생 붉은 혜성이 애니의 감독 이마니시 타카시는 건담0083스타더스트 메모리의 감독이고 총감독 야스히코 요시카즈는 80년대를 풍미한 비너스 전기의 감독이지.무슨 말이 더 필요함?눈이 있으면 보라.뉴건담극장판 역습의샤아 개봉때 샤아 죽었다고 자살한 일본가시나들 불쌍타 "
"131","마이펫의 이중생활","10","마이펫의 이중생활애완견 맥스도 유기견 듀크도 귀엽고 사랑스럽기 그지없는 애니.특히 토끼 스노우 볼은  정말 요절복통 자지러짐.80년대일본산 애니들 말고,근래 이렇게 재밌게 본 애니가 또 있나 싶다.그대 아무 생각없이 걱정 근심은 집어치우고 마음껏 웃고 싶다면 꼭 보라 "
"132","세븐 싸이코패스","10","세븐 싸이코패스시나리오 자체가 문학 작품에 가까운 영화.인생에 대한 온갖 은유와 비유&상징으로 가득차 있다.자기들이 써내려 가는 시나리오와 현실을 맞추어가는 괴짜들의 좌충우돌 돌발상황극.베트남전에 대한 은유에 가까운 월남 승려에 대한 에피소드는 정말 감탄을 금치못함 "
"133","순수의 시대","8","순수의 시대그림을 그대로 옮긴듯한 화면에 눈이 호강하지만 영화는 그냥 볼만한 정도. 스콜세지 연출답게 일일이 설명하는데 이 영화에서는 그리 장황하진 않다. "
"134","엔테베 작전","3","엔테베 작전중간중간 무슨    공연같은   개 오글거림 "
"135","황해","8","황해나홍진감독 그리고 하정우 김윤석의 OOO기 이런조합을 또볼수있을까? "
"136","50가지 그림자: 해방","9","50가지 그림자: 해방초중반엔 못봐줄정도로 지루했지만 마지막에 각양각색 불꽃처럼 모든것을 터트렸다. 1,2편 장면이 잠깐 나올때 BGM선정도 신의한수였고 감동있는 해피엔딩 그리고 색다른 매력의 로맨스까지 3박자 골구로 믹스된 완성도 매우 높은 작품이라고 할 수 있겠다. "
"137","오션스8","10","오션스8아주 재밌습니다 간만에 영화관을 나오면서 흡족한 미소를 지을 수 있었던 "
"138","스노든","10","스노든현대판 JFK 보는 기분....올리버 스톤의 매력은 바로 이런것이지. "
"139","곡성(哭聲)","10","곡성(哭聲)나홍진감독의 가장 완벽한 영화.다음작품을 기다리게 만드는 힘! 어디하나 나무랄 장면이 없다. "
"140","바람이 분다","8","바람이 분다사실 이 영화는 저주받은 꿈에 대한 이야기이다. 좀 더 들여다 보면 이 영화가 비행기의 아름다움과 파괴성에 대해, 전쟁의 결과에 대해 어떻게 말하는 지 알 수 있을텐데... "
"141","한공주","10","한공주지금 가해자들이 아무렇지 않게 평범하게 살아가는 한아이의 아빠 한여자의 남편 이라는 사실이 너무 소름끼친다 "
"142","붉은 돼지","9","붉은 돼지마르코와 피오의 매력. 그리고 음악, 낭만. "
"143","쥬라기 월드: 폴른 킹덤","10","쥬라기 월드: 폴른 킹덤좋은 영화관 가서 영화봐라 "
"144","친절한 금자씨","10","친절한 금자씨이 영화를 30살이 넘어서야 처음으로 보게 되었다는게 다행으로 느껴집니다. 살인범을 첫 대면한 순간 머리칼을 잘라내는 연기와 그 눈빛은.. 정말이지 소름돋는 연출과 연기였습니다 "
"145","버닝","1","버닝웬만한 영화보고 만족하는데 최악이였다.만원이라는 돈이 아까울정도 유아인 나온다해서 기대했는데 돌아오는건 실망뿐 스토리도 별로. "
"146","외박: 친구의 여자","4","외박: 친구의 여자남자 주인공의 친구 진짜 잘 생겼다. 19금 보다는 코미디의 느낌이 강하다. "
"147","탐정: 리턴즈","10","탐정: 리턴즈돈값하는 재밌는 영화입니다! "
"148","탐정: 리턴즈","10","탐정: 리턴즈완전 재밌어요 1편보다 재밌고 기대이상이에요  시간가느줄모르고본듯ㅋ광수 진짜웃김ㅋ "
"149","오션스8","8","오션스8심심하다 하기엔 꽤 꽉차있는 수작. 주연들의 걸크와 동시에 느낄수있는 유쾌한 트릭의 향연. 범죄물이지만 후달리는 반전 걱정없이 속편히 볼수있는건 장점이자 단점. 너무 술술풀리는 갈등을 비난하기엔 분위기가너무 유쾌하다. 걸크와 헤서웨이 미모를 즐기자. "
"150","폰 부스","10","폰 부스이영화가 15년이나 됐다니 정말 재미나게 잘 봤었던 기억이 "
"151","탐정: 리턴즈","8","탐정: 리턴즈기대안하고봐서 그런지 재밌게봤어요~ "
"152","퀸카가 아니어도 좋아","10","퀸카가 아니어도 좋아재밌다 요근래 본 하이틴 영화중 가장 재밌음 "
"153","탐정: 리턴즈","10","탐정: 리턴즈넘 재밌개 잘봤어요 ㅎㅎ "
