"","title","point","review"
"308","50/50","7","50/50암 걸린게 행운이네 ㅋㅋ "
"309","쥬라기 월드: 폴른 킹덤","2","쥬라기 월드: 폴른 킹덤무슨메세지를 주고싶은걸까 "
"310","어벤져스: 인피니티 워","10","어벤져스: 인피니티 워진짜 기대 안하고 봤다가 재미있어서 깜짝 놀랐음 "
"311","오션스8","10","오션스8개존잼 ㅠㅠ 역대 시리즈중에 제일 재밌었음 "
"312","피터 래빗","10","피터 래빗진짜 기대 안하고 봤다가 재미있어서 깜짝 놀랐음 "
"313","쥬만지: 새로운 세계","10","쥬만지: 새로운 세계쥬만지 상영한지 몰랐어요 이렇게 재밌는데 왜이제서야 알았을까요 어렸을적 쥬만지 재밌게 봤던 기억이 있는데 역시나 너무 재밌네요 영화관에서 못 본게 너무 아쉽네요ㅠㅠ "
"314","오션스8","10","오션스8진짜 별점도 10개도 부족하다 "
"315","바벨","5","바벨전반적으로 영화가 지루함 "
"316","데드풀 2","10","데드풀 2진짜 기대 안하고 봤다가 재미있어서 깜짝 놀랐음 "
"317","아이 필 프리티","10","아이 필 프리티힐링 영화입니다 재미있습니당!! "
"318","탐정: 리턴즈","10","탐정: 리턴즈완전 꿀잼~!! 연기도 잘하고. 즐겁게 보고왔네요~^^ "
"319","오션스8","10","오션스8시간 정말 금방가네요 스토리 기대하고 보는 영화아니지만 나름 재밌게봤네요ㅋㅋ "
"320","사랑할 때 이야기하는 것들","10","사랑할 때 이야기하는 것들따뜻한 영화를 오랫만에 만났다. 그땐 왜 몰랐을까? 이렇게 좋은 영화를. 8월의 크리스마스랑 비슷한 느낌도 들고 뭔가 현실적이고 인간적이고 배려해주는 예쁜 사랑. 강추~ "
"321","오션스8","6","오션스8가볍게 보기 좋네요. 연기도 미모도 앤 헤서웨이 정말 매력 넘쳐요. "
"322","탐정: 리턴즈","10","탐정: 리턴즈충분히 꿀잼 영화입니다. 최고최고 "
"323","나는 내일, 어제의 너와 만난다","10","나는 내일, 어제의 너와 만난다최고의영화다 진짜!!! "
"324","오션스8","10","오션스8이렇게 멋있을수가없다 크으 "
"325","탐정: 리턴즈","10","탐정: 리턴즈진짜 기대 안하고 봤다가 재미있어서 깜짝 놀랐음 "
"326","아브릴과 조작된 세계","8","아브릴과 조작된 세계세계관과 시각적 연출은 흥미롭지만 캐릭터는 다소 진부하게 느껴졌다. "
"327","신세계","10","신세계티비에서 가끔 보여주면 보고또보고 안질려 "
"328","탐정: 리턴즈","4","탐정: 리턴즈평점보고 봤다가 후회함 "
"329","보통사람","10","보통사람군사정권하에서 모든걸 잃었을 사람들을 생각하니 가슴이 먹먹해진다 "
"330","저스트 프렌드","10","저스트 프렌드간만에 실컷 웃었네요 ㅎㅎㅎ "
"331","탐정: 리턴즈","10","탐정: 리턴즈개봉전시사회로보고 또보고싶은 영화!!! 영화관안사람들모두가 박수치며 웃으며 본 영화입니다 꼭보세요!! "
"332","오션스8","1","오션스8진심 별 한개도 아까움..이런 배우들 가지고 이렇게 허술한 영화를 만들다니..여자화장실이라고 경호원 안들어가는거 보고 진심 절레절레 해결하기 힘든것들은 이런 21세기 기술이 있어 똭!!그러면 끝ㅋㅋㅋㅋ너무 돈 아깝다.. "
"333","오션스8","10","오션스8박지훈의 번역 때문에 별점을 망치지 말아주세요. 영화는 너무 훌륭함 라인업, 연기는 말할 것도 없고 여태 즐기던 넘치던 여성혐오적 시선, 자극적 폭력 없이도 재밌는 영화를 만들 수 있다는 것을 보여준 예, 결론적으로 케이트 블란쳇이 잘생겼다. "
"334","군도:민란의 시대","8","군도:민란의 시대강동원 액션이 볼 만함. 사람들이 소드마스터래. 캐릭터 설정은 좋았지만 결말 부분에서 개연성이 너무 없음. "
"335","오션스8","1","오션스8아니 진짜 이게 재밌어요...? 진심 심각하게 노잼인데얼마받고 재밌다고들 쓰는지... "
"336","쥬라기 월드: 폴른 킹덤","10","쥬라기 월드: 폴른 킹덤전편보다 더 재밌음..오프닝도 간지나게 시작함..마직막 10분을 위해서 끌고가는 느낌이 아니고 2시간 내내 거의 지루할틈을 안줌. "
"337","쥬라기 월드: 폴른 킹덤","6","쥬라기 월드: 폴른 킹덤2015 쥬라기월드에 비해선 신선함이 좀 떨어짐 그래서인지 자극적인 장면의 연속..보는데 좀 피곤한... "
"338","탐정: 리턴즈","10","탐정: 리턴즈재밌네요ㅋㅋㅋ돈 안아깝습니다 "
"339","원더 우먼","7","원더 우먼크리스 파인 사랑이다. 갤 가돗은 미쳤다! "
"340","오션스8","1","오션스8할일이 없고 다소 따분한데 더 따분해지고 싶은분들께 강추!! 위기는 전화한통에 해결, 시행착오 제로 인물간 갈등 제로 인생최고로 재미없는 범죄영화였습니다. "
"341","싱 스트리트","10","싱 스트리트40을 바라보는 나에게 여러가지 의미로 큰 힘을 준 영화... 풋풋하고 좋다 "
"342","청년경찰","1","청년경찰아..절대 웃을 수 없다.머리털 나고 이런거 처음 쓰는데 정말 기분 드럽다.. "
"343","쥬라기 월드: 폴른 킹덤","10","쥬라기 월드: 폴른 킹덤재미있는데 여자친구가 많이 놀랐어요 "
"344","데드풀 2","8","데드풀 2재미있지만 약간의 잔인한 부분이 안맞는 분들도 계실듯하네요 "
"345","거울나라의 앨리스","10","거울나라의 앨리스본편 후 이야기가 더 있었으면 좋겠다고 생각하며 조니 뎁을 검색하니 이게 나와서 진짜 반가웠음. 네이버에서 샀더니 부가영상도 줘서 그걸로 영화의 여운을 어느 정도 해소시킴! 후속이 더 나오면 좋겠지만 그 누가 앨런 릭먼의 목소리를 재현할 수 있으리ㅠㅠ "
"346","남자와 여자","1","남자와 여자...보지도않고 거른다 "
"347","수어사이드 스쿼드","10","수어사이드 스쿼드존잼인데 왜 평점 낮지 할리퀸 예뿌다 "
"348","사부: 영춘권 마스터","7","사부: 영춘권 마스터열린 결말 이게 맞나?  초반 개그인가?  > 중반 좀 이상한데  > 후반 아니네 볼만하네 "
"349","유전","10","유전진짜 제가 본 외국 공포 영화 중 1등이었습니다. 정말 멋있다고 생각한 작품!!! "
"350","쥬라기 월드: 폴른 킹덤","8","쥬라기 월드: 폴른 킹덤역시 믿고보는 쥬라기월드 "
"351","유전","10","유전이런 곡성 같은 영화장르 좋아하는데, 내가 이때까지 본 공포영화 중에 제일 재미있었다. 초반 지루하지만 한 장면이라도 놓치면 영화를 이해하는 데 걸림돌이 될 수 있음. 다들 결말이 아쉽다고들 하는데 결말도 엄청나게 소름끼쳤다... 연기력도 정말 뛰어남 "
"352","탐정: 리턴즈","6","탐정: 리턴즈기대했던것 만큼 그렇게 재밌지는 않았음~ "
"353","힛쳐","10","힛쳐평점에 속을뻔 넘 재밋음 ㅜㅜ "
"354","리얼 술래잡기","4","리얼 술래잡기시나리오는 전개가 좀 아쉽다 정도..로 봐줄수도 있다고 보지만.. 연출은 정말 답이 없다.. ㅋㅋㅋ "
"355","사랑할 때 이야기하는 것들","10","사랑할 때 이야기하는 것들친근하고 익숙한 배경인데 이게 벌써 13년전 영화라니... 세상엔 나 빼곤 누구나 다 행복하다 라고 생각햇었는데 적어도 영화안에서의 두 주인공 삶은 참 무겁구나... 누구에겐 무겁고 힘든 옛 영화, 나에겐 동질감이 느껴지는 힘이되는 영화였다 "
"356","사랑할 때 이야기하는 것들","10","사랑할 때 이야기하는 것들이제라도 이런 좋은 영화를 알게되서 다행입니다. "
"357","사랑할 때 이야기하는 것들","10","사랑할 때 이야기하는 것들현실적이면서 지금 시대와도 괴리감 없는, 삶에대해 느끼는 부분을 온전히 감상할 수 있어 좋았어요~ "
"358","오션스8","10","오션스8캐릭터 정-말 매력적임. 개그 포인트도, 기존의 남탕 범죄물을 꼬집는 클리셰도 관객들 한마음 한뜻으로 빵빵 터졌다. 한 편 만으로도 깔끔했지만, 제발 후속편 나오길 원함.. "
"359","쥬라기 월드: 폴른 킹덤","6","쥬라기 월드: 폴른 킹덤의리파 블루가 기억에 남는다. 친구사귀면 블루같은 친구~ 개 멋짐 "
"360","탐정: 리턴즈","7","탐정: 리턴즈무겁지 않고 광수덕에 너무 유쾌했음 "
"361","오션스8","10","오션스8재미없단 사람들은 졸면서 봤나?존나 재밌는데? "
"362","아이 필 프리티","9","아이 필 프리티자신감향상에좋은영화입니다 "
"363","탐정: 리턴즈","10","탐정: 리턴즈생각없이 봤는데 웃다만 나왔네요~굿 "
"364","저스티스 리그","5","저스티스 리그좆스웨던시이이바알남아 스토리 보강하랬지 누가 좆노잼윾머에 개똥같은 씨지 추가하랬냐???? "
"365","사랑할 때 이야기하는 것들","6","사랑할 때 이야기하는 것들다좋은데 멜로가 오바한듯 "
"366","탐정: 리턴즈","10","탐정: 리턴즈군더더기 없이 재밋게 볼만합니다 "
"367","신세계","10","신세계어이~!쓉퐈뷰라더!!다시 한번 더 들으니! 속이 시원하구만ㅎ "
"368","해결사","2","해결사너무 쉽게 해결된 것 같다. "
"369","탐정: 리턴즈","10","탐정: 리턴즈생각보다 꿀잼 허니잼 유쾌했다 "
"370","탐정: 리턴즈","10","탐정: 리턴즈존웃 ㅋㅋㅋ마지막에 오토바이 휠체어 인줄 알았음 ㅋㅋ "
"371","버닝","10","버닝오랜만에 명작이었어요 "
"372","사랑할 때 이야기하는 것들","10","사랑할 때 이야기하는 것들김지수씨 넘 이쁘네요 ㅠㅠ "
"373","쥬라기 월드: 폴른 킹덤","10","쥬라기 월드: 폴른 킹덤노키즈존 ㅋㅋㅋ개공감 뒤에 애들겁나시끄러 ㅡㅡ 영화는꿀잼 "
"374","탐정: 리턴즈","10","탐정: 리턴즈기대안하고봤는데 피식피식하게 재밌네요 "
"375","나의 소녀시대","10","나의 소녀시대뭐야 왜케 유치해하면서 5번은 더본영화... 너무아름다움 "
"376","내일을 위한 시간","10","내일을 위한 시간주인공에게 ""그래, 해냈어!""라고 말하고 싶어요 얼마전에 비슷한 상황을 겪어 한참을 웅크리고 있었는데 주인공의 주말 덕분에 저도 다시 힘을 내보기로 했습니다.  피한다고 해결되는게 아니라는 것을 다시한번 깨닫는 영화 입니다. "
"377","탐정: 리턴즈","10","탐정: 리턴즈진짜 최고 웃김 스릴 코미디 둘다 만족 ㅋㅋㅋ 시리즈3 빨리 나오길 ㅠㅠ "
"378","감시자들","7","감시자들아주 기가막히고 흥미진진했다. "
"379","쥬라기 월드: 폴른 킹덤","10","쥬라기 월드: 폴른 킹덤옆에 앉은 초딩들도 숨죽여 볼 정도로 긴장최고였음 굿굿! "
"380","사랑할 때 이야기하는 것들","10","사랑할 때 이야기하는 것들멕시코vs독일 축구보다 사랑할때 이야기하는 것들영화가 얻는 것이 더 많네...가족의 소중함과 인연의 소중함을알게 해주는 영화..즐거운 나의집 음악이나오네요^^ 지금....끝 "
"381","마스크","10","마스크어린시절의 추억. 성인이 된 지금봐도 재밌네요 "
"382","사랑할 때 이야기하는 것들","8","사랑할 때 이야기하는 것들재미있네요.. 이런저런 생각도 해보게 되고 "
"383","사랑할 때 이야기하는 것들","6","사랑할 때 이야기하는 것들로멘스 영화에 현실 한스푼, 삶의 무게 한스푼,지극히 현실적이고 이성적 선택 한스푼을 넣으니달콤 씁쓸한 영화가 되어버렸다. 그맛이 썩 좋다. "
"384","탐정 : 더 비기닝","10","탐정 : 더 비기닝꿀잼 ㅋㅋㅋㅋ 근데 한국영화도 자막이 필요하다, "
"385","곤지암","10","곤지암잘 만든 한국형 공포영화결말이 아쉽다 "
"386","레슬러","1","레슬러무조건 연출이 잘못. 투자자와 못이겼고 제작자와 못이겼다. 싸워서 이겼어야지. 좋은 시나리오를 망쳤다.  한국의 사회문제를 절묘하게 담을수 있었는데  이성경에게 포커스를 너무 줬다. 아빠와 아들 잘 담을수 있었는데 여자 문제로 해석하다니  망해도 싸다 "
"387","아메리칸 셰프","10","아메리칸 셰프음악과 음식만 있다면 어디든지 갈수있어! "
"388","독전","8","독전영화잘봤어요조진웅영화네요김주혁님보니 가슴이찡브라이언역은 굳이 차승원이 해야했나요너무안어울림 ㅠ "
"389","문라이트","1","문라이트낚였습니다. 게이건 뭐건 아무상관 없습니다. 이영화는 지나치게 어떤이들에 의해 평점고 평론이 높게 잡혀있습니다. 그래서 매우 화가 납니다내돈 "
"390","사랑할 때 이야기하는 것들","10","사랑할 때 이야기하는 것들너무 늦게 만나 아쉬운 영화 "
"391","최종병기 활","1","최종병기 활평점준 평론가 새끼들 수준 참 ㅋㅋ "
"392","쥬라기 월드: 폴른 킹덤","10","쥬라기 월드: 폴른 킹덤이야....심야영화로 봤는데  증말 너무재미졌어용 "
"393","탐정: 리턴즈","8","탐정: 리턴즈액션 연출이 조금 미흡한것 빼고는 상당히 잼있었음. "
"394","독전","8","독전남자친구는별로라고 하네요 결말이이상하다고 저는 너무 보는네네 어린친구들이보기에는 너무 자극적이지않나 싶네요 재밌게 봤는데 결말 뻔함 "
"395","오션스8","10","오션스8심심한 부준없이 순식간이 가고 반전?있고 잠깐 스릴나고 웃기고 멋지고 꼭 봐야할 영화,걸크러쉬?? "
"396","탐정: 리턴즈","10","탐정: 리턴즈1편보다 재밌다닠 대박이닷 "
"397","데드풀 2","8","데드풀 2데프풀 1보다 재미없다했는데 재밌었습니다 "
"398","탐정: 리턴즈","10","탐정: 리턴즈정말 또 보고싶을정도로빵빵 터졋어여 "
"399","탐정: 리턴즈","10","탐정: 리턴즈이벤트가 있어 별기대없이 보러갔는데..아침부터 기분좋게 유쾌했어요성동일 권상우 브로맨스ㅋㅋ 넘좋고 이광수~ 진짜 웃김!!영화보고 기분좋기도 참 오랜만입니다~ "
"400","램페이지","10","램페이지동물과인간의 관계는 경험해본 사람만 아는 법그리고 그 사람들만 느낄 수 있는 감동 "
"401","탐정: 리턴즈","10","탐정: 리턴즈재미있게 잘 봤어요~^^세분의 케미 짱 "
"402","오션스8","8","오션스8박지훈에서 별 하나 제거 "
"403","드레스메이커","10","드레스메이커기대 안했는데 스토리가 굿! "
"404","챔피언","10","챔피언나는 완전 만족합니다 마동석 너무 좋아요 "
"405","쥬라기 월드: 폴른 킹덤","6","쥬라기 월드: 폴른 킹덤이번편보다 앞전 쥬라기월드가 더 잼났음.. "
"406","탐정: 리턴즈","10","탐정: 리턴즈재밌게 잘봤습니다. 다음시리즈도 나오면 좋겠네요 "
"407","아이 필 프리티","10","아이 필 프리티가장 마지막에 르네의 자전거 타면서 자신감 넘치는표정이 가득한 장면에선 전율과 소름이 돋앗다 "
"408","탐정: 리턴즈","10","탐정: 리턴즈재미있어요 ㅎㅎ 추천합니다 "
"409","쥬라기 월드: 폴른 킹덤","8","쥬라기 월드: 폴른 킹덤매우 재미있었습니다. "
"410","저수지 게임","10","저수지 게임이걸 이제야 보네요.. "
"411","아들에게 가는 길","10","아들에게 가는 길감동입니다 먹먹하네요 "
"412","독전","6","독전담배나오는데 19세해야 되지않나요? "
"413","독전","10","독전류준열, 조진웅, 고 김주혁, 외에도 나왔던 모든 배우들의 연기가 돋보임. 시간내서 한번 더 보고싶은 영화 "
"414","탐정: 리턴즈","10","탐정: 리턴즈이광수 캐스팅 정말 찰떡이에용 "
"415","윈드 리버","10","윈드 리버레버넌트가 생각났다. "
"416","탐정: 리턴즈","8","탐정: 리턴즈재밌음ㅋㅋ3류탐정코미디의 시시하고 정해진 스토리를 넘어서려 노력한게 느껴졌음! 이광수가 살린 영화! "
"417","쥬라기 월드: 폴른 킹덤","10","쥬라기 월드: 폴른 킹덤나름 재미있었습니다. 3편 기대하겠습니다. "
"418","논스톱","7","논스톱회수되지 않은 떡밥들이 있지만 비행기 하나만의 배경으로 잘 만든 스릴러 "
"419","쥬라기 월드: 폴른 킹덤","5","쥬라기 월드: 폴른 킹덤15세영화를 편집해서 12세로 내보낸 후진국 헬조선 "
"420","탐정: 리턴즈","10","탐정: 리턴즈오랜만에 웃으며 스트레스 날립니다.입소문이 괜히 입소문이 아니네요흥행하세요!! "
"421","데드풀 2","10","데드풀 2연출 번역 분위기 기대했던 것만큼 좋았어요! "
"422","오리엔트 특급 살인","7","오리엔트 특급 살인에르큘 포아르를 무슨 액션스타로 만들어 놓았네 ㅎ 유명배우들 많이 출연해서 볼거리는 좋았슴 "
"423","쥬라기 월드: 폴른 킹덤","1","쥬라기 월드: 폴른 킹덤맘충이들과 편집된 영화를 비싼 돈 주고 보느니 그냥 기다렸다가 나중에 무삭제판 보세요,. "
"424","오션스8","6","오션스8배우들 연기는 정말 백점이나..굳이 범죄자가 아니었던 캐릭터들이 범죄에 어거지로 가담한거 티난다...그렇게 대단한 영화는 아닌거 같다 "
"425","오션스8","6","오션스8오션스 예전버젼보다는 쪼이는맛이 적었다 "
"426","범죄의 재구성","10","범죄의 재구성지금보니 94만 밖에 안들엇네 난 극장서 봣는데... 최동훈감독이 찍은 케이퍼무비중에 난 이게 쵝오엿음 "
"427","나나","8","나나Endless Story 장면은 진짜... "
"428","탐정: 리턴즈","10","탐정: 리턴즈재미써요~~~~!!~~ "
"429","오션스8","10","오션스8혼자보러갔는데   몰입하기도  좋고   감동적이었습니다 "
"430","귀담백경","3","귀담백경아니 먼 평점이 1아님 10이야!진짜 알바 실존하나?머라 설명해야되는지 모르겠는 영화.. 아쉽다..오늘 잠은 잘자겠다.. "
"431","오션스8","10","오션스8재밌어요 카메오 찾는 재미도 쏠쏠! "
"432","카사노바","8","카사노바카사노바는 어떤 한 사람이 아니라 진정한 사랑을 못찾고 하루살이 사랑을 하는 남자를 지칭하는거였군요. 남자는 미래를, 여자는 사랑을 찾던 대다수의 영화와 반대로 남자가 사랑을, 여자가 미래를 찾는 영화네요. "
"433","탐정: 리턴즈","10","탐정: 리턴즈이 영화는 이광수가 캐리했다. 두사람 호흡도 좋고 캐릭터 설정도 다들 잘한거같다. "
"434","오션스8","6","오션스8괜찮은배우들 나쁘지않은 시나리오 "
"435","나라타주","10","나라타주난잼나던디.뭔가애잔하다여운이많이남음 마츠준도연기잘하고 여주도이쁘고 켄타로도긋임 "
"436","나는 내일, 어제의 너와 만난다","10","나는 내일, 어제의 너와 만난다이게 왜 8점대냐, 여주한테 감정이입을 못하는 닝겐들때문이겠지.. 눈물 주륵주륵 흘림 "
"437","어바웃 타임","9","어바웃 타임사랑에 정답은 없지만 노력을 한다면 최선의 길로는 갈수있다 "
"438","유전","10","유전씹씹씾씹씹씹씹상타취 "
"439","쥬라기 월드: 폴른 킹덤","6","쥬라기 월드: 폴른 킹덤갠적으론 전편이 더 나은듯 "
"440","동급생","10","동급생말이 필요하나요 쿠사카베과 사죠인데ㅎ "
"441","툼레이더","2","툼레이더여주가 발암케릭이구만 하지말라는거 젤로 잘하는듯 "
"442","한낮의 유성","10","한낮의 유성나가노 메이... 처음 봤는데 너무 귀여워... "
"443","사랑할 때 이야기하는 것들","10","사랑할 때 이야기하는 것들최고의 시나리오와 배우의 만남 "
"444","버닝","7","버닝어디 하나 의지할 곳 없는, 어디하나 마음 줄 곳 없는 청춘들의  결핍 "
"445","내 이야기!!","10","내 이야기!!진짜 나가노 메이는 비현실적으로 사랑스럽다... "
"446","오션스8","10","오션스8재밌었어요!! 모두 너무 예뻤고 스토리도 좋았습니다!! "
"447","나, 다니엘 블레이크","9","나, 다니엘 블레이크우릴 도와줬죠 나도 돕고 싶어요...와이프 슬리퍼 밑창 떨어졌던데... 새로 하나 사주려고요.... "
"448","탐정: 리턴즈","10","탐정: 리턴즈혼자 보고왓는데 많이 웃다가 가네요ㅎㅎ강추입니다! 독전보고 먼가 짠했는데ㅠㅠ추천합니다 "
"449","탐정: 리턴즈","10","탐정: 리턴즈진짜영화 추천합니다 진짜 와 넘 재밌어요 "
"450","탐정: 리턴즈","8","탐정: 리턴즈마지막까지 이광수 매력 터지네요 ㅋㅋ "
"451","그랜 토리노","10","그랜 토리노평가를 할수없을 만큼 멋지다 "
"452","오션스8","10","오션스8Ihhvcdddgghjb "
"453","불꽃 슛 통키","4","불꽃 슛 통키나름 신선했다고 말할 수 있다. "
"454","사랑할 때 이야기하는 것들","10","사랑할 때 이야기하는 것들오늘도 이비에스에서  보여주네요 ㅡ도란 도란 "
"455","사랑할 때 이야기하는 것들","8","사랑할 때 이야기하는 것들왜 이 영화를 지금 볼까 참...현실적인 사랑영화 같다 참 좋다 "
"456","사랑할 때 이야기하는 것들","10","사랑할 때 이야기하는 것들편하고 재밌어요 늦은 시간에 방송해서 덕분에 잠을 못자지만..^^ "
"457","오션스8","10","오션스8스낵무비고 뭐고 여자만 떼로 출연하는 상업영화도 많아야 하는게 당연 ^^ "
"458","오션스8","7","오션스8유명 여배우도 많이 나오고, 그럭저럭 볼 만한 영화. 그치만 스토리나 전반적인 느낌이 이런 류의 영화에서 크게 벗어나지 않아 쏘쏘 딱 그정도. 앤헤서웨이 너무 예쁘다는거♥ "
"459","챔피언","10","챔피언클레멘타인의 버금가는 수작 "
"460","탐정: 리턴즈","10","탐정: 리턴즈다음 후속편 있죠...? 있다고 말해줘요ㅠㅠ "
"461","12 솔져스","10","12 솔져스진짜 너무너무 멋있습니다 "
"462","유전","10","유전오랜만에 제대로 무서운 영화나왔네요영화끝나고 기분나빴어요 무서워서 흐엉!!! "
"463","너의 췌장을 먹고 싶어","6","너의 췌장을 먹고 싶어아무리 멜로라지만 재미 하나도 없네.... 멜로 좋아하는 난데.. "
"464","버닝","10","버닝나만 볼수 없다. 10점 준다 "
"465","탐정: 리턴즈","10","탐정: 리턴즈힝 너무재밌어여 ㅋㅋ가족들보기 넘좋네요 "
"466","탐정: 리턴즈","8","탐정: 리턴즈재밌긴 한데 좀 유치했어요 "
"467","독전","7","독전도입부는 정말 좋았는데 중후반부터 스토리 개연성이 사라지는게... "
"468","버닝","8","버닝인간의 내면 깊숙히 있는 감정선을 미친듯이 잘다룬영화다. 스토리는 그걸 거들뿐이다. 각기다른 캐릭터가 본인의 삶의 이유와 상처. 감정의 분출구를 찾아가는 방향성에대해서 많은 생각을 하게된다. 인생영화를 찾았다. "
"469","사랑할 때 이야기하는 것들","10","사랑할 때 이야기하는 것들참 슬프다.. 현실이.. 너무 공감되네... "
"470","괜찮아요, 미스터 브래드","8","괜찮아요, 미스터 브래드내 인생은 나의 것. 그 모두를 사랑하라. "
